"Education","Marital_Status","Income","Recency","wines","fruits","meat","fish","sweet","gold","dealpurchase","webpurchase","catalog","Store","webvisit","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Response","Age","Total_spent","Total_num","Kids"
"graduate","Taken",23536,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,39,10,4,1
"graduate","Taken",49413,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,0,70,304,13,1
"graduate","Taken",42231,99,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0,0,53,37,5,2
"graduate","Single",78789,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,0,1,42,1754,16,0
"graduate","Taken",56534,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,0,1,54,815,25,1
"graduate","Single",58350,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,0,51,1001,27,1
"graduate","Single",81217,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,33,1157,22,0
"graduate","Single",49090,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,0,71,688,21,1
"graduate","Single",61787,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,0,35,1319,19,0
"graduate","Taken",18169,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,37,21,4,1
"graduate","Single",24336,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,41,31,4,1
"graduate","Taken",18222,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0,32,67,6,0
"graduate","Single",62335,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,0,70,708,21,1
"graduate","Taken",42033,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,0,51,25,4,2
"graduate","Taken",86580,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,0,39,746,11,0
"graduate","Single",41437,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,65,32,5,2
"graduate","Single",73705,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,71,1695,25,2
"graduate","Taken",61064,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,46,1080,28,1
"graduate","Taken",38452,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,67,72,9,2
"graduate","Single",18358,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,33,57,10,1
"graduate","Taken",55012,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,49,660,25,1
"non-graduate","Taken",9722,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,1,49,103,11,1
"graduate","Taken",38175,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,38,153,11,1
"graduate","Taken",58656,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,66,1220,32,1
"graduate","Taken",52117,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,57,279,13,1
"graduate","Taken",64813,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,44,745,20,1
"graduate","Taken",54222,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,49,264,12,1
"graduate","Taken",83512,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1,36,2157,22,0
"graduate","Taken",77520,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,63,1526,23,1
"graduate","Taken",41154,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,44,69,6,1
"graduate","Taken",80398,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,56,1597,26,0
"non-graduate","Single",18746,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,30,64,8,1
"graduate","Taken",35196,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,38,497,18,1
"graduate","Single",60230,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,66,1067,17,1
"graduate","Taken",22108,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,45,31,7,2
"graduate","Taken",44392,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,48,211,14,2
"graduate","Taken",55424,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,46,877,25,1
"graduate","Taken",17688,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,43,11,4,1
"graduate","Taken",92491,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,39,2034,25,0
"graduate","Single",90273,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,31,1991,19,0
"graduate","Single",82571,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,60,1686,24,0
"graduate","Single",38513,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,40,324,17,1
"graduate","Single",16653,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,43,69,9,1
"graduate","Taken",42586,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,67,252,16,2
"non-graduate","Single",23529,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,57,54,5,1
"graduate","Taken",74881,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,61,964,27,2
"graduate","Taken",71107,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,71,1327,28,1
"graduate","Taken",46910,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,58,68,7,2
"graduate","Taken",18690,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,63,60,5,0
"graduate","Single",37244,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,67,55,5,2
"graduate","Taken",82427,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,56,1456,21,0
"graduate","Single",75342,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,64,563,18,1
"graduate","Single",70044,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,68,1504,26,1
"graduate","Single",79146,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,55,564,19,2
"graduate","Taken",77437,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,59,1125,23,0
"graduate","Taken",54984,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,63,358,17,1
"graduate","Taken",42403,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,51,42,5,1
"graduate","Taken",55761,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,58,184,10,1
"graduate","Taken",37292,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,39,460,19,1
"graduate","Single",45576,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,77,145,8,0
"graduate","Taken",70321,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,75,1376,25,0
"graduate","Single",58086,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,53,792,23,1
"graduate","Taken",81795,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,70,1382,23,0
"non-graduate","Taken",28389,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,75,28,4,0
"graduate","Taken",66835,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,76,1033,24,0
"graduate","Single",69901,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,53,882,23,1
"graduate","Taken",80360,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,73,2231,15,0
"graduate","Taken",63342,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,61,1101,19,1
"graduate","Taken",44989,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,48,369,16,1
"graduate","Single",31859,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,42,48,5,1
"graduate","Single",51569,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,73,467,19,1
"graduate","Single",30372,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,51,44,8,2
"non-graduate","Single",16014,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,43,38,10,2
"graduate","Taken",41120,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,54,81,9,2
"graduate","Single",39763,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,51,167,10,1
"graduate","Taken",38725,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,67,45,7,2
"graduate","Taken",77981,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,50,664,21,1
"graduate","Taken",62905,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,58,622,20,1
"graduate","Single",13533,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,43,48,7,1
"graduate","Taken",59481,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,47,461,16,1
"graduate","Taken",72117,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,45,1073,26,1
"graduate","Taken",21955,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,36,55,8,1
"graduate","Taken",67131,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,66,976,26,1
"graduate","Single",36802,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,42,20,5,1
"graduate","Taken",71853,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,40,1149,17,0
"non-graduate","Taken",28249,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,61,43,6,0
"graduate","Taken",47808,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,47,224,10,1
"graduate","Single",25509,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,48,101,9,1
"graduate","Taken",51012,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,76,209,10,0
"graduate","Single",70596,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,37,968,21,0
"graduate","Taken",85431,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,70,1165,17,0
"graduate","Taken",42664,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,55,24,5,1
"graduate","Taken",42586,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,67,252,16,2
"graduate","Single",29760,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,37,165,12,1
"graduate","Taken",28973,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,45,269,13,0
"graduate","Taken",39435,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,49,102,7,1
"graduate","Taken",65370,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,38,461,19,0
"non-graduate","Single",20194,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,43,47,7,1
"graduate","Single",42473,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,46,144,10,2
"graduate","Taken",64590,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,54,1338,24,0
"graduate","Taken",71232,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,63,917,25,1
"graduate","Taken",34600,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,51,318,17,2
"graduate","Single",46904,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,55,253,14,2
"graduate","Taken",49094,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,49,502,20,1
"graduate","Taken",36075,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,39,119,7,1
"graduate","Taken",60839,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,43,1250,29,2
"graduate","Taken",77298,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,43,969,24,1
"graduate","Taken",34026,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,72,76,9,2
"graduate","Single",48918,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,59,62,7,2
"graduate","Taken",82122,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,60,1382,26,0
"graduate","Single",37697,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,46,84,7,1
"graduate","Taken",34074,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,70,255,14,2
"graduate","Taken",28520,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,62,43,5,2
"graduate","Single",62535,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,67,398,14,1
"graduate","Single",36273,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,45,76,8,1
"graduate","Taken",63404,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,58,902,15,2
"graduate","Taken",75774,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,41,823,21,1
"graduate","Taken",78416,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,46,1179,26,1
"graduate","Taken",75702,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,48,1921,29,1
"graduate","Taken",59385,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,71,185,10,2
"graduate","Single",37070,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,56,433,23,2
"graduate","Taken",44689,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,71,34,6,2
"graduate","Taken",53977,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,64,907,27,1
"graduate","Single",7144,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,56,416,25,2
"graduate","Single",18701,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,58,44,10,2
"graduate","Taken",90369,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,66,1588,17,0
"graduate","Single",63159,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,48,1797,17,0
"graduate","Taken",37758,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,56,40,6,2
"graduate","Single",46757,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,59,1143,21,1
"graduate","Taken",79734,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,53,914,14,0
"graduate","Taken",63207,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,30,1502,12,0
"graduate","Single",72071,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,68,1338,20,1
"graduate","Taken",21840,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,39,27,5,1
"graduate","Taken",58582,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,40,763,22,1
"graduate","Single",72282,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,71,1331,22,0
"graduate","Taken",50387,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,66,525,19,2
"graduate","Taken",32583,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,61,9,4,2
"graduate","Taken",62568,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,60,953,16,1
"graduate","Single",44635,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,51,68,7,2
"graduate","Single",33316,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,51,131,10,2
"graduate","Taken",63967,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,54,882,23,1
"graduate","Taken",52513,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,44,1149,25,0
"graduate","Taken",25293,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,53,37,5,1
"graduate","Single",54111,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,57,388,15,1
"graduate","Taken",78394,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,36,1428,16,0
"graduate","Taken",80739,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,64,1633,24,0
"graduate","Taken",22669,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,47,173,10,1
"graduate","Single",29236,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,35,99,9,1
"graduate","Taken",44911,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,63,215,12,1
"graduate","Taken",54693,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,60,929,31,1
"graduate","Taken",48186,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,48,219,12,1
"graduate","Taken",54809,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,45,174,12,2
"graduate","Taken",41580,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,44,92,9,2
"graduate","Taken",80336,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,52,1052,25,0
"graduate","Taken",47743,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,65,275,14,1
"graduate","Taken",62972,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,67,587,16,1
"graduate","Single",57333,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,68,1662,33,1
"graduate","Taken",32313,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,40,159,11,1
"graduate","Single",84953,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,69,1024,18,0
"graduate","Single",27071,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,54,35,7,1
"graduate","Taken",68148,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,65,1042,15,0
"graduate","Taken",65735,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,57,395,19,2
"graduate","Taken",86836,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,47,557,23,0
"graduate","Taken",4023,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,59,9,15,2
"graduate","Taken",30093,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,32,69,6,0
"graduate","Taken",57705,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,56,486,18,1
"graduate","Single",25008,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,34,34,6,1
"graduate","Single",83257,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,27,1365,28,0
"graduate","Taken",22280,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,47,13,4,1
"graduate","Taken",72159,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,44,1401,21,0
"graduate","Taken",64260,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,61,1574,14,0
"graduate","Single",82733,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,38,1323,20,0
"graduate","Single",74290,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,51,1217,32,1
"graduate","Single",58217,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,71,103,7,3
"graduate","Taken",21024,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,46,84,7,0
"graduate","Taken",70116,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,50,1536,23,0
"graduate","Taken",54006,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,37,581,18,1
"graduate","Taken",69063,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,56,928,14,1
"graduate","Single",11448,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,47,14,4,0
"graduate","Single",61825,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,43,424,15,1
"graduate","Taken",70886,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,51,960,14,1
"graduate","Taken",69109,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,40,1555,20,0
"graduate","Single",60208,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,49,656,29,2
"graduate","Taken",32889,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,54,55,9,2
"graduate","Single",34738,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,38,20,5,1
"graduate","Taken",30538,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,51,367,17,1
"graduate","Taken",82326,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,45,2257,22,0
"graduate","Single",26642,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,55,42,7,1
"graduate","Single",69932,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,58,1049,26,1
"graduate","Single",44503,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,50,48,7,2
"graduate","Single",60200,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,74,685,25,1
"graduate","Single",49638,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,70,39,5,1
"graduate","Single",23830,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,35,43,5,0
"graduate","Single",33051,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,63,835,21,0
"graduate","Taken",72905,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,64,1515,20,0
"graduate","Taken",69702,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,71,1039,26,1
"graduate","Single",70300,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,47,1596,26,1
"graduate","Taken",70643,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,38,1828,18,0
"graduate","Taken",30396,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,53,34,6,1
"graduate","Single",50616,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,54,149,10,1
"graduate","Single",62772,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,53,946,23,1
"graduate","Single",30298,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,37,28,6,0
"graduate","Single",52413,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,38,450,17,1
"graduate","Taken",44155,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,65,46,5,2
"graduate","Single",86979,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,51,1702,16,0
"graduate","Taken",76532,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,47,820,25,2
"graduate","Taken",42081,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,40,382,15,1
"graduate","Taken",67546,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,34,2126,20,0
"graduate","Taken",88420,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,33,2069,20,0
"graduate","Taken",31158,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,37,72,7,1
"graduate","Single",61671,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,54,732,28,1
"graduate","Single",69719,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,48,801,11,0
"graduate","Single",49160,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,73,236,12,1
"non-graduate","Taken",24882,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,44,80,5,1
"graduate","Single",90933,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,68,1685,15,0
"graduate","Single",113734,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,77,277,27,0
"graduate","Taken",59292,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,72,507,18,1
"graduate","Taken",45759,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,58,68,7,2
"graduate","Single",22148,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,39,49,5,0
"graduate","Taken",73395,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,35,397,15,0
"graduate","Single",29819,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,51,39,9,1
"graduate","Taken",45688,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,54,306,14,1
"graduate","Taken",62820,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,68,976,14,0
"graduate","Taken",60491,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,51,1028,28,1
"graduate","Taken",33235,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,36,70,7,1
"graduate","Taken",35701,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,63,46,5,0
"graduate","Taken",31535,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,42,51,5,1
"graduate","Taken",92556,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,62,1263,21,0
"graduate","Single",67384,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,52,1490,22,1
"graduate","Taken",80573,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,51,1564,24,0
"graduate","Taken",77870,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,55,1815,18,1
"graduate","Single",52278,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,59,1198,31,1
"graduate","Single",57107,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,54,416,23,1
"graduate","Taken",18929,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,32,85,6,0
"graduate","Single",36038,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,41,47,8,1
"graduate","Single",20180,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,46,137,8,0
"graduate","Taken",34230,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,57,21,4,2
"graduate","Single",31878,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,45,70,6,1
